1	11
1	12
1	13
1	14
1	16
1	17
1	18
1	19
1	2
1	20
1	21
1	22
1	25
1	26
1	27
1	28
1	29
1	3
1	30
1	33
1	36
1	37
1	38
1	39
1	4
1	5
1	6
1	7
1	8
1	9
12	14
12	25
12	26
12	27
12	33
12	36
12	37
12	8
12	9
14	26
14	27
14	33
14	36
14	37
14	8
16	18
16	28
19	39
2	11
2	12
2	13
2	14
2	16
2	17
2	18
2	19
2	20
2	21
2	22
2	25
2	26
2	27
2	28
2	29
2	3
2	30
2	33
2	36
2	37
2	38
2	39
2	4
2	5
2	6
2	7
2	8
2	9
20	17
20	30
20	4
20	5
22	16
22	18
22	21
22	28
26	33
26	36
26	37
28	18
29	11
29	12
29	13
29	14
29	16
29	17
29	18
29	19
29	20
29	21
29	22
29	25
29	26
29	27
29	28
29	3
29	30
29	33
29	36
29	37
29	38
29	39
29	4
29	5
29	6
29	7
29	8
29	9
30	17
30	4
30	5
33	36
33	37
36	37
4	17
6	11
7	11
7	12
7	14
7	17
7	20
7	25
7	26
7	27
7	3
7	30
7	33
7	36
7	37
7	4
7	5
7	6
7	8
7	9
8	27
